F_Governorate,F_District,F_Subdistrict,F_Community,Comment,T_Governorate,T_District,T_Subdistrict,T_Community,TypeofShelter,ShelterSpecific,Nov_Change,F_Government PCODE,F_Dictrict PCODE,F_SubDistrict PCODE,F_Community PCODE,T_Government PCODE,T_District PCODE,T_SubDictrict PCODE,T_Community PCODE
Aleppo/ ???,Jebel Saman (Aleppo)/ ??? ?????,Zarbah,Tal Heddiyeh/ ?? ????,,Idleb/ ????,Harim/ ????,Dana,Atma/ ????,Camps  / ??????,  atma camps -  alkafernbutha camp,24,SY02,SY0200,SY020005,C1158,SY07,SY0703,SY070301,C4130
Aleppo/ ???,Jebel Saman (Aleppo)/ ??? ?????,Tall Ed-daman,Arjel/ ????,,Idleb/ ????,Harim/ ????,Dana,Atma/ ????,Camps  / ??????,  atma camps -  alkafernbutha camp,30,SY02,SY0200,SY020002,C1057,SY07,SY0703,SY070301,C4130
Aleppo/ ???,Jebel Saman (Aleppo)/ ??? ?????,Tall Ed-daman,Tall Ed-daman/ ?? ??????,,Idleb/ ????,Harim/ ????,Dana,Atma/ ????,Camps  / ??????,  atma camps -  saaeduna camp,120,SY02,SY0200,SY020002,C1058,SY07,SY0703,SY070301,C4130
Aleppo/ ???,Jebel Saman (Aleppo)/ ??? ?????,Zarbah,Tal Heddiyeh/ ?? ????,,Idleb/ ????,Harim/ ????,Dana,Atma/ ????,Camps  / ??????,  atma camps -  saaeduna camp,90,SY02,SY0200,SY020005,C1158,SY07,SY0703,SY070301,C4130
Aleppo/ ???,Jebel Saman (Aleppo)/ ??? ?????,Jebel Saman (Aleppo),Aleppo/ ???,,Idleb/ ????,Harim/ ????,Dana,Atma/ ????,Camps  / ??????,  atma camps -  saaeduna camp,60,SY02,SY0200,SY020000,C1007,SY07,SY0703,SY070301,C4130
Aleppo/ ???,Jebel Saman (Aleppo)/ ??? ?????,Zarbah,Tal Heddiyeh/ ?? ????,,Idleb/ ????,Harim/ ????,Dana,Atma/ ????,Camps  / ??????,  atma camps - atfaluna camp,120,SY02,SY0200,SY020005,C1158,SY07,SY0703,SY070301,C4130
Aleppo/ ???,Jebel Saman (Aleppo)/ ??? ?????,Haritan,Haritan/ ??????,,Idleb/ ????,Harim/ ????,Dana,Atma/ ????,Camps  / ??????,  atma camps -atfaluna  camp,48,SY02,SY0200,SY020003,C1130,SY07,SY0703,SY070301,C4130
Aleppo/ ???,Jebel Saman (Aleppo)/ ??? ?????,Haritan,Maaret Elartiq/ ????? ???????,,Idleb/ ????,Harim/ ????,Dana,Atma/ ????,Camps  / ??????,  atma camps -  atfaluna  camp,90,SY02,SY0200,SY020003,C1136,SY07,SY0703,SY070301,C4130
Aleppo/ ???,Jebel Saman (Aleppo)/ ??? ?????,Haritan,Haritan/ ??????,,Idleb/ ????,Harim/ ????,Dana,Atma/ ????,Camps  / ??????,  atma camps -  alwafa camp,24,SY02,SY0200,SY020003,C1130,SY07,SY0703,SY070301,C4130
Aleppo/ ???,Jebel Saman (Aleppo)/ ??? ?????,Jebel Saman (Aleppo),Aleppo/ ???,,Idleb/ ????,Harim/ ????,Dana,Atma/ ????,Camps  / ??????,  atma camps -  alwafa camp,30,SY02,SY0200,SY020000,C1007,SY07,SY0703,SY070301,C4130
Aleppo/ ???,Jebel Saman (Aleppo)/ ??? ?????,Haritan,Maaret Elartiq/ ????? ???????,,Idleb/ ????,Harim/ ????,Dana,Atma/ ????,Camps  / ??????,  atma camps -  alwafa camp,24,SY02,SY0200,SY020003,C1136,SY07,SY0703,SY070301,C4130
Aleppo/ ???,Jebel Saman (Aleppo)/ ??? ?????,Atareb,Jeineh/ ??????,,Idleb/ ????,Harim/ ????,Dana,Atma/ ????,Camps  / ??????,  atma camps -  alwafa camp,18,SY02,SY0200,SY020001,C1032,SY07,SY0703,SY070301,C4130
Idleb/ ????,Idleb/ ???? ????,Idleb,Idleb/ ????,,Idleb/ ????,Idleb/ ???? ????,Maaret Tamsrin,Maaret Elekhwan/ ????? ???????,Living with host families/ ?????? ?? ?????? ?????,,180,SY07,SY0700,SY070000,C3871,SY07,SY0700,SY070005,C3950
Idleb/ ????,Idleb/ ???? ????,Teftnaz,Maaret Elnaasan - Maaret Elhaski/ ????? ???????_????? ???????,,Idleb/ ????,Harim/ ????,Dana,Atma/ ????,Camps  / ??????,atma camps-alwahda camp,72,SY07,SY0700,SY070004,C3935,SY07,SY0703,SY070301,C4130
Idleb/ ????,Idleb/ ???? ????,Teftnaz,Maaret Elnaasan - Maaret Elhaski/ ????? ???????_????? ???????,,Idleb/ ????,Harim/ ????,Dana,Atma/ ????,Camps  / ??????,atma camps- aljaziera camp,84,SY07,SY0700,SY070004,C3935,SY07,SY0703,SY070301,C4130
Idleb/ ????,Idleb/ ???? ????,Teftnaz,Maaret Elnaasan - Maaret Elhaski/ ????? ???????_????? ???????,,Idleb/ ????,Harim/ ????,Dana,Atma/ ????,Camps  / ??????,atma camps-alwafaa camp,30,SY07,SY0700,SY070004,C3935,SY07,SY0703,SY070301,C4130
Idleb/ ????,Idleb/ ???? ????,Teftnaz,Maaret Elnaasan - Maaret Elhaski/ ????? ???????_????? ???????,,Idleb/ ????,Harim/ ????,Dana,Atma/ ????,Camps  / ??????,atma camps- kafer nbutha camp,60,SY07,SY0700,SY070004,C3935,SY07,SY0703,SY070301,C4130
Idleb/ ????,Idleb/ ???? ????,Teftnaz,Maaret Elnaasan - Maaret Elhaski/ ????? ???????_????? ???????,,Idleb/ ????,Harim/ ????,Dana,Atma/ ????,Camps  / ??????,atma camps-  alheba camp,564,SY07,SY0700,SY070004,C3935,SY07,SY0703,SY070301,C4130
Idleb/ ????,Idleb/ ???? ????,Teftnaz,Maaret Elnaasan - Maaret Elhaski/ ????? ???????_????? ???????,,Idleb/ ????,Harim/ ????,Dana,Atma/ ????,Camps  / ??????,atma camps-  alekhlas camp,60,SY07,SY0700,SY070004,C3935,SY07,SY0703,SY070301,C4130
Idleb/ ????,Idleb/ ???? ????,Teftnaz,Maaret Elnaasan - Maaret Elhaski/ ????? ???????_????? ???????,,Idleb/ ????,Harim/ ????,Dana,Atma/ ????,Camps  / ??????,atma camps-  alarabia camp,90,SY07,SY0700,SY070004,C3935,SY07,SY0703,SY070301,C4130
Idleb/ ????,Idleb/ ???? ????,Teftnaz,Maaret Elnaasan - Maaret Elhaski/ ????? ???????_????? ???????,,Idleb/ ????,Harim/ ????,Dana,Atma/ ????,Camps  / ??????,atma camps-  alawal camp,36,SY07,SY0700,SY070004,C3935,SY07,SY0703,SY070301,C4130
Idleb/ ????,Idleb/ ???? ????,Maaret Tamsrin,Maaret Elekhwan/ ????? ???????,,Idleb/ ????,Harim/ ????,Dana,Kafr Deryan/ ????????,Collective center/ ???? ???? ????????,,48,SY07,SY0700,SY070005,C3950,SY07,SY0703,SY070301,C4132
Aleppo/ ???,Al Bab/ ?????,Al Bab,Hazwan/ ?????,,Aleppo/ ???,A'zaz/ ?????,Azaz,Azaz/ ?????,Other/ ????,Azaz Transit Centre,6,SY02,SY0202,SY020200,C1191,SY02,SY0204,SY020400,C1564
Aleppo/ ???,Al Bab/ ?????,Al Bab,Su Sinbat/ ?? ?????,,Aleppo/ ???,A'zaz/ ?????,Azaz,Azaz/ ?????,Other/ ????,Azaz Transit Centre,3,SY02,SY0202,SY020200,C1190,SY02,SY0204,SY020400,C1564
Aleppo/ ???,Al Bab/ ?????,Al Bab,Qubbet Elsheikh/ ??? ?????,,Aleppo/ ???,A'zaz/ ?????,Azaz,Azaz/ ?????,Other/ ????,Azaz Transit Centre,5,SY02,SY0202,SY020200,C1214,SY02,SY0204,SY020400,C1564
Aleppo/ ???,Menbij/ ????,Menbij,Little Maqtaa Elhajar/ ???? ????? ????,,Aleppo/ ???,A'zaz/ ?????,Azaz,Azaz/ ?????,Other/ ????,Azaz Transit Centre,39,SY02,SY0205,SY020500,C1794,SY02,SY0204,SY020400,C1564
Aleppo/ ???,Jebel Saman (Aleppo)/ ??? ?????,Atareb,Big Orm/ ???? ??????,,Idleb/ ????,Idleb/ ???? ????,Maaret Tamsrin,Maaret Elekhwan/ ????? ???????,Rented houses/???? ???????  ,,75,SY02,SY0200,SY020001,C1029,SY07,SY0700,SY070005,C3950
Idleb/ ????,Idleb/ ???? ????,Maaret Tamsrin,Hazano/ ?????,,Idleb/ ????,Idleb/ ???? ????,Maaret Tamsrin,Maaret Elekhwan/ ????? ???????,Rented houses/???? ???????  ,,100,SY07,SY0700,SY070005,C3944,SY07,SY0700,SY070005,C3950
Aleppo/ ???,Jebel Saman (Aleppo)/ ??? ?????,Jebel Saman (Aleppo),Aleppo/ ???,Khan AlAsal,Idleb/ ????,Harim/ ????,Qourqeena,Boz Ghaz/ ??? ???,Rented houses/???? ???????  ,,100,SY02,SY0200,SY020000,C1007,SY07,SY0703,SY070304,C4166
Aleppo/ ???,Jebel Saman (Aleppo)/ ??? ?????,Atareb,Abin Samaan/ ???? ?????,,Idleb/ ????,Idleb/ ???? ????,Maaret Tamsrin,Maaret Elekhwan/ ????? ???????,Rented houses/???? ???????  ,,100,SY02,SY0200,SY020001,C1026,SY07,SY0700,SY070005,C3950
Aleppo/ ???,Jebel Saman (Aleppo)/ ??? ?????,Atareb,Big Orm/ ???? ??????,,Idleb/ ????,Harim/ ????,Qourqeena,Boz Ghaz/ ??? ???,Unfinished houses or buildings/???? ?? ???? ??? ???????,,150,SY02,SY0200,SY020001,C1029,SY07,SY0703,SY070304,C4166
Aleppo/ ???,Jebel Saman (Aleppo)/ ??? ?????,Atareb,Kafr Naha/ ??? ????,,Aleppo/ ???,Jebel Saman (Aleppo)/ ??? ?????,Atareb,Kafr Taal/ ??? ????,Rented houses/???? ???????  ,,175,SY02,SY0200,SY020001,C1034,SY02,SY0200,SY020001,C1037
Aleppo/ ???,Jebel Saman (Aleppo)/ ??? ?????,Atareb,Atareb/ ???????,,Idleb/ ????,Harim/ ????,Qourqeena,Qourqeena/ ????????,Unfinished houses or buildings/???? ?? ???? ??? ???????,,250,SY02,SY0200,SY020001,C1022,SY07,SY0703,SY070304,C4174
Aleppo/ ???,Jebel Saman (Aleppo)/ ??? ?????,Atareb,Abin Samaan/ ???? ?????,,Idleb/ ????,Harim/ ????,Qourqeena,Boz Ghaz/ ??? ???,Unfinished houses or buildings/???? ?? ???? ??? ???????,,300,SY02,SY0200,SY020001,C1026,SY07,SY0703,SY070304,C4166
Aleppo/ ???,Jebel Saman (Aleppo)/ ??? ?????,Jebel Saman (Aleppo),Aleppo/ ???,Kafr Dael,Aleppo/ ???,Jebel Saman (Aleppo)/ ??? ?????,Atareb,Kafr Taal/ ??? ????,Living with host families/ ?????? ?? ?????? ?????,,325,SY02,SY0200,SY020000,C1007,SY02,SY0200,SY020001,C1037
Aleppo/ ???,Jebel Saman (Aleppo)/ ??? ?????,Atareb,Abin Samaan/ ???? ?????,,Idleb/ ????,Harim/ ????,Qourqeena,Qourqeena/ ????????,Collective center/ ???? ???? ????????,,500,SY02,SY0200,SY020001,C1026,SY07,SY0703,SY070304,C4174
Aleppo/ ???,Jebel Saman (Aleppo)/ ??? ?????,Atareb,Big Orm/ ???? ??????,,Aleppo/ ???,Jebel Saman (Aleppo)/ ??? ?????,Atareb,Atareb/ ???????,Unfinished houses or buildings/???? ?? ???? ??? ???????,,3500,SY02,SY0200,SY020001,C1029,SY02,SY0200,SY020001,C1022
Aleppo/ ???,Al Bab/ ?????,Al Bab,,,Aleppo/ ???,A'zaz/ ?????,Azaz,Shmarekh/ ?????,Camps  / ??????,Al Moqama,942,SY02,SY0202,SY020200,,SY02,SY0204,SY020400,C1557
Aleppo/ ???,Al Bab/ ?????,Al Bab,,,Aleppo/ ???,A'zaz/ ?????,Azaz,Shmarekh/ ?????,Camps  / ??????,Shamarekh village,222,SY02,SY0202,SY020200,,SY02,SY0204,SY020400,C1557
Aleppo/ ???,Al Bab/ ?????,Al Bab,,,Aleppo/ ???,A'zaz/ ?????,Azaz,Salama/ ???????,Camps  / ??????,Ad hoc camp at Bab Al Salameh Gate,66,SY02,SY0202,SY020200,,SY02,SY0204,SY020400,C1561
Aleppo/ ???,Al Bab/ ?????,Al Bab,,,Aleppo/ ???,A'zaz/ ?????,Azaz,Shamarin/ ??????,Camps  / ??????,Al Rayan camp,48,SY02,SY0202,SY020200,,SY02,SY0204,SY020400,C1566
Aleppo/ ???,As-Safira/ ???????,As-Safira,,,Aleppo/ ???,A'zaz/ ?????,Azaz,Shamarin/ ??????,Camps  / ??????,Al Resala camp (Al Armota),90,SY02,SY0207,SY020700,,SY02,SY0204,SY020400,C1566
Ar-Raqqa/ ?????,Ar-Raqqa/ ???? ?????,Ar-Raqqa,,,Aleppo/ ???,A'zaz/ ?????,Azaz,Shmarekh/ ?????,Individual tents/ ??? ?????,Shamarekh village,48,SY11,SY1101,SY110100,,SY02,SY0204,SY020400,C1557
Aleppo/ ???,Al Bab/ ?????,Al Bab,,,Aleppo/ ???,A'zaz/ ?????,Azaz,Talil Elsham/ ???? ?????,Individual tents/ ??? ?????,Talil Elsham camp,78,SY02,SY0202,SY020200,,SY02,SY0204,SY020400,C1559
Aleppo/ ???,Menbij/ ????,Menbij,,,Aleppo/ ???,A'zaz/ ?????,Azaz,Salama/ ???????,Individual tents/ ??? ?????,Sujjo camp/ ???? ????,60,SY02,SY0205,SY020500,,SY02,SY0204,SY020400,C1561
Aleppo/ ???,Al Bab/ ?????,Al Bab,,,Aleppo/ ???,A'zaz/ ?????,Azaz,Shamarin/ ??????,Camps  / ??????,Al Resala camp (Al Armota),156,SY02,SY0202,SY020200,,SY02,SY0204,SY020400,C1566
Aleppo/ ???,Al Bab/ ?????,Al Bab,,,Aleppo/ ???,A'zaz/ ?????,Aghtrin,Turkman Bareh/ ?????? ????,,,600,SY02,SY0202,SY020200,,SY02,SY0204,SY020401,C1605
Aleppo/ ???,Al Bab/ ?????,Al Bab,,,Aleppo/ ???,A'zaz/ ?????,Suran - Hama,Suran/ ?????,,,600,SY02,SY0202,SY020200,,SY02,SY0204,SY020405,C1664
Aleppo/ ???,Al Bab/ ?????,Al Bab,,,Aleppo/ ???,A'zaz/ ?????,Azaz,Talil Elsham/ ???? ?????,Individual tents/ ??? ?????,Talil Elsham village,132,SY02,SY0202,SY020200,,SY02,SY0204,SY020400,C1559
Aleppo/ ???,Al Bab/ ?????,Al Bab,,,Aleppo/ ???,A'zaz/ ?????,Azaz,Nayara/ ?????,Individual tents/ ??? ?????,Mafrak Nyria Gathering,150,SY02,SY0202,SY020200,,SY02,SY0204,SY020400,C1573
Aleppo/ ???,Jebel Saman (Aleppo)/ ??? ?????,Daret Azza,,,Aleppo/ ???,A'zaz/ ?????,Azaz,Azaz/ ?????,,,300,SY02,SY0200,SY020004,,SY02,SY0204,SY020400,C1564
Aleppo/ ???,Al Bab/ ?????,Al Bab,,,Aleppo/ ???,A'zaz/ ?????,Azaz,Salama/ ???????,Camps  / ??????,Al Moqama ,1800,SY02,SY0202,SY020200,,SY02,SY0204,SY020400,C1561
Aleppo/ ???,Al Bab/ ?????,Al Bab,Aabad/ ????,,Aleppo/ ???,Menbij/ ????,Menbij,Menbij/ ????,Rented houses/???? ???????  ,,17,SY02,SY0202,SY020200,C1194,SY02,SY0205,SY020500,C1767
Aleppo/ ???,Al Bab/ ?????,Ar-Raee,Ar-Ra'ee/ ??????,,Aleppo/ ???,Menbij/ ????,Menbij,Menbij/ ????,Rented houses/???? ???????  ,,40,SY02,SY0202,SY020203,C1250,SY02,SY0205,SY020500,C1767
Aleppo/ ???,Al Bab/ ?????,Al Bab,Bazagha/ ?????,,Aleppo/ ???,Menbij/ ????,Menbij,Menbij/ ????,Unfinished houses or buildings/???? ?? ???? ??? ???????,,200,SY02,SY0202,SY020200,C1188,SY02,SY0205,SY020500,C1767
Aleppo/ ???,Al Bab/ ?????,Arima,A'rima/ ???????,,Aleppo/ ???,Menbij/ ????,Menbij,Menbij/ ????,Unfinished houses or buildings/???? ?? ???? ??? ???????,,95,SY02,SY0202,SY020206,C1329,SY02,SY0205,SY020500,C1767
Aleppo/ ???,Al Bab/ ?????,Al Bab,Qabasin/ ??????,,Aleppo/ ???,Menbij/ ????,Menbij,Menbij/ ????,Unfinished houses or buildings/???? ?? ???? ??? ???????,,48,SY02,SY0202,SY020200,C1209,SY02,SY0205,SY020500,C1767
Aleppo/ ???,Al Bab/ ?????,Al Bab,Al Bab/ ?????,,Aleppo/ ???,Menbij/ ????,Menbij,Menbij/ ????,Rented houses/???? ???????  ,,660,SY02,SY0202,SY020200,C1202,SY02,SY0205,SY020500,C1767
Aleppo/ ???,Al Bab/ ?????,Al Bab,Qdeiran/ ??????,,Aleppo/ ???,Menbij/ ????,Menbij,Menbij/ ????,Rented houses/???? ???????  ,,18,SY02,SY0202,SY020200,C1211,SY02,SY0205,SY020500,C1767
Ar-Raqqa/ ?????,Tell Abiad/ ?? ????,Tell Abiad,Zarzuri/ ????????,,Aleppo/ ???,Menbij/ ????,Menbij,Menbij/ ????,Unfinished houses or buildings/???? ?? ???? ??? ???????,,50,SY11,SY1102,SY110200,C5803,SY02,SY0205,SY020500,C1767
Aleppo/ ???,Al Bab/ ?????,Al Bab,Maqri/ ??????,,Aleppo/ ???,Menbij/ ????,Menbij,Menbij/ ????,Rented houses/???? ???????  ,,12,SY02,SY0202,SY020200,C1193,SY02,SY0205,SY020500,C1767
Aleppo/ ???,Al Bab/ ?????,Al Bab,,,Aleppo/ ???,Menbij/ ????,Menbij,Menbij/ ????,Unfinished houses or buildings/???? ?? ???? ??? ???????,,5,SY02,SY0202,SY020200,,SY02,SY0205,SY020500,C1767
Aleppo/ ???,Al Bab/ ?????,Al Bab,,,Aleppo/ ???,Menbij/ ????,Menbij,Menbij/ ????,Rented houses/???? ???????  ,,42,SY02,SY0202,SY020200,,SY02,SY0205,SY020500,C1767
Aleppo/ ???,Al Bab/ ?????,Al Bab,,,Aleppo/ ???,Menbij/ ????,Menbij,Menbij/ ????,Unfinished houses or buildings/???? ?? ???? ??? ???????,,40,SY02,SY0202,SY020200,,SY02,SY0205,SY020500,C1767
Aleppo/ ???,Al Bab/ ?????,Arima,Omyaniye - Korhyok/ ????????_???????,,Aleppo/ ???,Menbij/ ????,Menbij,Menbij/ ????,Rented houses/???? ???????  ,,8,SY02,SY0202,SY020206,C1326,SY02,SY0205,SY020500,C1767
Aleppo/ ???,Menbij/ ????,Maskana,Maskana - Onaiza/ ?????_?????,,Aleppo/ ???,Menbij/ ????,Menbij,Menbij/ ????,Unfinished houses or buildings/???? ?? ???? ??? ???????,,350,SY02,SY0205,SY020503,C1933,SY02,SY0205,SY020500,C1767
Aleppo/ ???,Menbij/ ????,Maskana,Maskana - Onaiza/ ?????_?????,,Aleppo/ ???,Menbij/ ????,Menbij,Menbij/ ????,Rented houses/???? ???????  ,,60,SY02,SY0205,SY020503,C1933,SY02,SY0205,SY020500,C1767
Aleppo/ ???,Menbij/ ????,Maskana,,,Aleppo/ ???,Menbij/ ????,Abu Qalqal,Abu Qalqal/ ??? ????,Rented houses/???? ???????  ,,15,SY02,SY0205,SY020503,,SY02,SY0205,SY020501,C1798
Aleppo/ ???,Menbij/ ????,Al-Khafsa,Al-Khafsa/ ??????,,Aleppo/ ???,Menbij/ ????,Abu Qalqal,Abu Qalqal/ ??? ????,Unfinished houses or buildings/???? ?? ???? ??? ???????,,250,SY02,SY0205,SY020502,C1894,SY02,SY0205,SY020501,C1798
Aleppo/ ???,Menbij/ ????,Al-Khafsa,Tal Aswad/ ?? ????,,Aleppo/ ???,Menbij/ ????,Menbij,,Rented houses/???? ???????  ,,300,SY02,SY0205,SY020502,C1895,SY02,SY0205,SY020500,
Aleppo/ ???,Menbij/ ????,Al-Khafsa,,,Aleppo/ ???,Menbij/ ????,Menbij,Menbij/ ????,Unfinished houses or buildings/???? ?? ???? ??? ???????,,30,SY02,SY0205,SY020502,,SY02,SY0205,SY020500,C1767
Aleppo/ ???,Menbij/ ????,Al-Khafsa,Kherbet Shihab / ???? ????,,Aleppo/ ???,Menbij/ ????,Menbij,,Rented houses/???? ???????  ,,40,SY02,SY0205,SY020502,C1899,SY02,SY0205,SY020500,
Ar-Raqqa/ ?????,Ar-Raqqa/ ???? ?????,Ar-Raqqa,Ar-Raqqa/ ?????,,Aleppo/ ???,Menbij/ ????,Menbij,Um Elsafa/ ?? ?????,Unfinished houses or buildings/???? ?? ???? ??? ???????,,800,SY11,SY1101,SY110100,C5710,SY02,SY0205,SY020500,C6335
Ar-Raqqa/ ?????,Ar-Raqqa/ ???? ?????,Ar-Raqqa,,,Aleppo/ ???,Menbij/ ????,Menbij,,Rented houses/???? ???????  ,,45,SY11,SY1101,SY110100,,SY02,SY0205,SY020500,
Ar-Raqqa/ ?????,Ar-Raqqa/ ???? ?????,Ar-Raqqa,,,Aleppo/ ???,Menbij/ ????,Menbij,Big Madneh/ ???? ?????,Individual tents/ ??? ?????,,14,SY11,SY1101,SY110100,,SY02,SY0205,SY020500,C1781
Ar-Raqqa/ ?????,Ar-Raqqa/ ???? ?????,,,,Aleppo/ ???,Menbij/ ????,Menbij,Menbij/ ????,Individual tents/ ??? ?????,,18,SY11,SY1101,,,SY02,SY0205,SY020500,C1767
Aleppo/ ???,Al Bab/ ?????,Al Bab,Al Bab/ ?????,,Aleppo/ ???,Menbij/ ????,Menbij,Menbij/ ????,Unfinished houses or buildings/???? ?? ???? ??? ???????,,100,SY02,SY0202,SY020200,C1202,SY02,SY0205,SY020500,C1767
Aleppo/ ???,Al Bab/ ?????,Al Bab,Qabasin/ ??????,,Aleppo/ ???,Menbij/ ????,Menbij,Menbij/ ????,Rented houses/???? ???????  ,,150,SY02,SY0202,SY020200,C1209,SY02,SY0205,SY020500,C1767
Aleppo/ ???,Al Bab/ ?????,Arima,A'rima/ ???????,,Aleppo/ ???,Menbij/ ????,Menbij,Menbij/ ????,Unfinished houses or buildings/???? ?? ???? ??? ???????,,130,SY02,SY0202,SY020206,C1329,SY02,SY0205,SY020500,C1767
Ar-Raqqa/ ?????,Ar-Raqqa/ ???? ?????,Ar-Raqqa,Ar-Raqqa/ ?????,,Aleppo/ ???,Menbij/ ????,Menbij,Menbij/ ????,Rented houses/???? ???????  ,,50,SY11,SY1101,SY110100,C5710,SY02,SY0205,SY020500,C1767
Ar-Raqqa/ ?????,Ath-Thawrah/ ??????,Mansura,Mansura/ ????????,,Aleppo/ ???,Menbij/ ????,Menbij,Menbij/ ????,Rented houses/???? ???????  ,,8,SY11,SY1103,SY110301,C5942,SY02,SY0205,SY020500,C1767
Ar-Raqqa/ ?????,Ath-Thawrah/ ??????,Jurneyyeh,Jurneyyeh/ ???????,,Aleppo/ ???,Menbij/ ????,Menbij,Menbij/ ????,Rented houses/???? ???????  ,,92,SY11,SY1103,SY110302,C5965,SY02,SY0205,SY020500,C1767
Aleppo/ ???,Al Bab/ ?????,Al Bab,Al Bab/ ?????,,Aleppo/ ???,Menbij/ ????,Menbij,Menbij/ ????,Rented houses/???? ???????  ,,120,SY02,SY0202,SY020200,C1202,SY02,SY0205,SY020500,C1767
Aleppo/ ???,Al Bab/ ?????,Al Bab,Qabasin/ ??????,,Aleppo/ ???,Menbij/ ????,Menbij,Menbij/ ????,Unfinished houses or buildings/???? ?? ???? ??? ???????,,200,SY02,SY0202,SY020200,C1209,SY02,SY0205,SY020500,C1767
Aleppo/ ???,Menbij/ ????,Maskana,Maskana - Onaiza/ ?????_?????,,Aleppo/ ???,Menbij/ ????,Menbij,Menbij/ ????,Rented houses/???? ???????  ,,65,SY02,SY0205,SY020503,C1933,SY02,SY0205,SY020500,C1767
Aleppo/ ???,Menbij/ ????,Al-Khafsa,Al-Khafsa/ ??????,,Aleppo/ ???,Menbij/ ????,Menbij,Menbij/ ????,Rented houses/???? ???????  ,,85,SY02,SY0205,SY020502,C1894,SY02,SY0205,SY020500,C1767
Aleppo/ ???,Al Bab/ ?????,Al Bab,Qabasin/ ??????,,Aleppo/ ???,Menbij/ ????,Menbij,Menbij/ ????,Unfinished houses or buildings/???? ?? ???? ??? ???????,,250,SY02,SY0202,SY020200,C1209,SY02,SY0205,SY020500,C1767
Ar-Raqqa/ ?????,Ath-Thawrah/ ??????,Al-Thawrah,Al-Thawrah/ ??????,,Aleppo/ ???,Menbij/ ????,Menbij,Menbij/ ????,Unfinished houses or buildings/???? ?? ???? ??? ???????,,500,SY11,SY1103,SY110300,C5929,SY02,SY0205,SY020500,C1767
Aleppo/ ???,Al Bab/ ?????,Al Bab,Al Bab/ ?????,,Aleppo/ ???,Menbij/ ????,Menbij,Karsan/ ?????,Under trees/ ??? ???????,,1000,SY02,SY0202,SY020200,C1202,SY02,SY0205,SY020500,C1768
Ar-Raqqa/ ?????,Ath-Thawrah/ ??????,Mansura,Debsi Afnan/ ???? ?????,,Aleppo/ ???,Menbij/ ????,Menbij,Jeb Hassan Agha/ ?? ??? ???,Under trees/ ??? ???????,,1200,SY11,SY1103,SY110301,C5939,SY02,SY0205,SY020500,C1819
Ar-Raqqa/ ?????,Ath-Thawrah/ ??????,Mansura,Debsi Afnan/ ???? ?????,,Aleppo/ ???,Menbij/ ????,Menbij,,Under trees/ ??? ???????,,700,SY11,SY1103,SY110301,C5939,SY02,SY0205,SY020500,
Aleppo/ ???,Al Bab/ ?????,Arima,A'rima/ ???????,,Aleppo/ ???,Menbij/ ????,Menbij,Saan Elghazal - Buz Kij/ ??? ??????_??? ???,Under trees/ ??? ???????,,1300,SY02,SY0202,SY020206,C1329,SY02,SY0205,SY020500,C1715
Aleppo/ ???,Menbij/ ????,Al-Khafsa,Al-Khafsa/ ??????,,Aleppo/ ???,Menbij/ ????,Menbij,Um Adase near Manbaj/ ?? ???? ??? ????,Under trees/ ??? ???????,,800,SY02,SY0205,SY020502,C1894,SY02,SY0205,SY020500,C1726
Aleppo/ ???,Al Bab/ ?????,Al Bab,Al Bab/ ?????,,Aleppo/ ???,Menbij/ ????,Menbij,Menbij/ ????,Home/ ????,,300,SY02,SY0202,SY020200,C1202,SY02,SY0205,SY020500,C1767
Aleppo/ ???,Al Bab/ ?????,Al Bab,Qabasin/ ??????,,Aleppo/ ???,Menbij/ ????,Menbij,Qabab Bonyeh - Qarajleh/ ??? ????_??????,Individual tents/ ??? ?????,,200,SY02,SY0202,SY020200,C1209,SY02,SY0205,SY020500,C1791
Aleppo/ ???,Al Bab/ ?????,Arima,A'rima/ ???????,,Aleppo/ ???,Menbij/ ????,Menbij,Menbij/ ????,Individual tents/ ??? ?????,,300,SY02,SY0202,SY020206,C1329,SY02,SY0205,SY020500,C1767
Aleppo/ ???,Al Bab/ ?????,Al Bab,Al Bab/ ?????,,Aleppo/ ???,Menbij/ ????,Menbij,Menbij/ ????,Unfinished houses or buildings/???? ?? ???? ??? ???????,,150,SY02,SY0202,SY020200,C1202,SY02,SY0205,SY020500,C1767
Aleppo/ ???,Al Bab/ ?????,Al Bab,Al Bab/ ?????,,Aleppo/ ???,Menbij/ ????,Menbij,Big Madneh/ ???? ?????,Unfinished houses or buildings/???? ?? ???? ??? ???????,,100,SY02,SY0202,SY020200,C1202,SY02,SY0205,SY020500,C1781
Aleppo/ ???,Al Bab/ ?????,Arima,A'rima/ ???????,,Aleppo/ ???,Menbij/ ????,Menbij,Menbij/ ????,Individual tents/ ??? ?????,,12000,SY02,SY0202,SY020206,C1329,SY02,SY0205,SY020500,C1767
Aleppo/ ???,Menbij/ ????,Menbij,Himar Jis/ ???? ???,,Aleppo/ ???,Menbij/ ????,Menbij,Menbij/ ????,Unfinished houses or buildings/???? ?? ???? ??? ???????,,500,SY02,SY0205,SY020500,C1725,SY02,SY0205,SY020500,C1767
